Time,9 ZONE PVAV:DesPer 1:Des Heat Mass Flow [kg/s],9 ZONE PVAV:DesPer 1:Des Heat Cap [W],9 ZONE PVAV:DesPer 1:Des Cool Mass Flow [kg/s],9 ZONE PVAV:DesPer 1:Des Sens Cool Cap [W],9 ZONE PVAV:DesPer 1:Des Tot Cool Cap [W],9 ZONE PVAV:DesPer 2:Des Heat Mass Flow [kg/s],9 ZONE PVAV:DesPer 2:Des Heat Cap [W],9 ZONE PVAV:DesPer 2:Des Cool Mass Flow [kg/s],9 ZONE PVAV:DesPer 2:Des Sens Cool Cap [W],9 ZONE PVAV:DesPer 2:Des Tot Cool Cap [W],9 ZONE PVAV:DesPer 3:Des Heat Mass Flow [kg/s],9 ZONE PVAV:DesPer 3:Des Heat Cap [W],9 ZONE PVAV:DesPer 3:Des Cool Mass Flow [kg/s],9 ZONE PVAV:DesPer 3:Des Sens Cool Cap [W],9 ZONE PVAV:DesPer 3:Des Tot Cool Cap [W]
00:15:00,1.872293E+01,0.000000E+00,1.872293E+01,1.644941E+05,2.057816E+05,1.872293E+01,0.000000E+00,1.872293E+01,1.231035E+05,2.981256E+05,1.872884E+01,1.858981E+05,1.872293E+01,0.000000E+00,0.000000E+00
00:30:00,1.872293E+01,0.000000E+00,1.872293E+01,1.624057E+05,2.036489E+05,1.872293E+01,0.000000E+00,1.872293E+01,1.210152E+05,2.959814E+05,1.873294E+01,1.859389E+05,1.872293E+01,0.000000E+00,0.000000E+00
00:45:00,1.872293E+01,0.000000E+00,1.872293E+01,1.603174E+05,2.015164E+05,1.872293E+01,0.000000E+00,1.872293E+01,1.189268E+05,2.938374E+05,1.873643E+01,1.859735E+05,1.872293E+01,0.000000E+00,0.000000E+00
01:00:00,1.872293E+01,0.000000E+00,1.872293E+01,1.582290E+05,1.993837E+05,1.872293E+01,0.000000E+00,1.872293E+01,1.168385E+05,2.916932E+05,1.873933E+01,1.860023E+05,1.872293E+01,0.000000E+00,0.000000E+00
01:15:00,1.872293E+01,0.000000E+00,1.872293E+01,1.568368E+05,1.979622E+05,1.872293E+01,0.000000E+00,1.872293E+01,1.154462E+05,2.902638E+05,1.874164E+01,1.860252E+05,1.872293E+01,0.000000E+00,0.000000E+00
01:30:00,1.872293E+01,0.000000E+00,1.872293E+01,1.554446E+05,1.965403E+05,1.872293E+01,0.000000E+00,1.872293E+01,1.140540E+05,2.888346E+05,1.874345E+01,1.860432E+05,1.872293E+01,0.000000E+00,0.000000E+00
01:45:00,1.872293E+01,0.000000E+00,1.872293E+01,1.540524E+05,1.951185E+05,1.872293E+01,0.000000E+00,1.872293E+01,1.126618E+05,2.874051E+05,1.874490E+01,1.860575E+05,1.872293E+01,0.000000E+00,0.000000E+00
02:00:00,1.872293E+01,0.000000E+00,1.872293E+01,1.526601E+05,1.936970E+05,1.872293E+01,0.000000E+00,1.872293E+01,1.112696E+05,2.859757E+05,1.874604E+01,1.860689E+05,1.872293E+01,0.000000E+00,0.000000E+00
02:15:00,1.872293E+01,0.000000E+00,1.872293E+01,1.516160E+05,1.926305E+05,1.872293E+01,0.000000E+00,1.872293E+01,1.102254E+05,2.849037E+05,1.874695E+01,1.860779E+05,1.872293E+01,0.000000E+00,0.000000E+00
02:30:00,1.872293E+01,0.000000E+00,1.872293E+01,1.505718E+05,1.915643E+05,1.872293E+01,0.000000E+00,1.872293E+01,1.091812E+05,2.838318E+05,1.874768E+01,1.860851E+05,1.872293E+01,0.000000E+00,0.000000E+00
